empresa;local_id;local_nombre;local_region;local_comuna;local_direccion;local_rpm;local_convenio;laboratorio;fecha_emision;fecha_muestreo;tipo_muestreo;tipo_monitoreo;aceites_grasas;ph;dbo5;dqo;fosforo;nitrogeno_amoniacal;poder_espumogeno;solidos_sedimentables;solidos_suspendidos_totales;volumen_de_descarga_diaria;volumen_de_descarga_mensual;aluminio;arsenico;boro;cadmio;cianuro;zinc;cobre;cromo_total;cromo_hexavalente;hidrocarburos_totales;manganeso;mercurio;niquel;plomo;sulfatos;sulfuros;created_at
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0;SIN CONVENIO;CESMEC;;13-05-2026;RESUMEN;AUTOCONTROL;38;6,75;395,5;3,7;15,4;40,4;1,5;182;2,93;87,9;;;;;;;;;;;;;;;;;20,78;
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0;SIN CONVENIO;CESMEC;;28-05-2026;RESUMEN;AUTOCONTROL;15,7;6,79;32,3;2;3,2;7,6;0,1;8,3;3,2;96;;;;;;;;;;;;;;;;;19,63;
RENDIC;25;EL PALOMAR;III - Atacama;Copiapó;Av. Palomar 1525;3868;TERMINADO;CESMEC;;29-05-2026;COMPLETO;AUTOCONTROL;31,1;7,55;358;2,7;7,5;7,4;1,5;184;3,15;94,5;0,58;0,003;1,925;0,004;0,002;0,257;0,086;0,05;0,03;6,9;0,056;0,001;0,015;0,04;309,5;0,03;20,45;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;CESMEC;;16-05-2026;RESUMEN;AUTOCONTROL;3,3;6,79;211,6;2;10,8;15,7;0,5;57;2,88;86,4;;;;;;;;;;;;;;;;;20,69;
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133;SIN CONVENIO;CESMEC;;16-05-2026;RESUMEN;AUTOCONTROL;16,6;7,04;172,5;0,2;9,8;11,5;0,5;79,3;4;120;;;;;;;;;;;;;;;;;13,4;
RENDIC;458;ESPAÑA AUSTRAL;XII - Magallanes;Punta Arenas;Av. España 01375;1306;SIN CONVENIO;CESMEC;;29-05-2026;RESUMEN;AUTOCONTROL;56,3;7,41;572,1;3,7;8,4;36,2;0,1;160;9;270;;;;;;;;;;;;;;;;;8,2;
RENDIC;459;ALLENDE AUSTRAL;XII - Magallanes;Punta Arenas;Salvador Allende 0399;3735;SIN CONVENIO;CESMEC;;30-05-2026;RESUMEN;AUTOCONTROL;23;7,43;135,6;2,3;8,7;12,8;1,7;108;8;240;;;;;;;;;;;;;;;;;9;
RENDIC;461;ZENTENO AUSTRAL;XII - Magallanes;Punta Arenas;Capitan Guillermo 05;3736;SIN CONVENIO;CESMEC;;14-05-2026;RESUMEN;AUTOCONTROL;21;6,09;78,6;2;3;12,1;0,5;28;27;810;;;;;;;;;;;;;;;;;7,4;
RENDIC;463;BORIES AUSTRAL;XII - Magallanes;Punta Arenas;Gobernador Bories 647;3739;SIN CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;CESMEC;;08-05-2026;RESUMEN;AUTOCONTROL;24,6;6,78;206,2;4,7;9,6;15,9;2;86,3;2,97;89,1;;;;;;;;;;;;;;;;;19,98;
RENDIC;576;CASTRO I;X - Los Lagos;Castro;O'Higgins 711;3875;SIN CONVENIO;CESMEC;;27-05-2026;RESUMEN;AUTOCONTROL;12,7;5,43;271,3;3,7;4,3;27,1;0,5;46,7;389;11670;;;;;;;;;;;;;;;;;12,8;
ALVI;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298;TERMINADO;CESMEC;;11-05-2026;RESUMEN;AUTOCONTROL;36,7;7,33;86,3;2,7;6,4;14,3;2;82,7;2,39;71,7;;;;;;;;;;;;;;;;;16,49;
MAYORISTA;3022;M10 TEMUCO II;IX - Araucanía;Temuco;Pedro De Valdivia 2285;3721;CONVENIO;CESMEC;;14-05-2026;RESUMEN;AUTOCONTROL;16,1;6,64;198;2;3,3;13,4;4;69;28;840;;;;;;;;;;;;;;;;;16,78;
LOGISTICA;9051;CD NUEVO COQUIMBO;IV - Coquimbo;Coquimbo;PAN DE AZUCAR S/N;0;SIN CONVENIO;CESMEC;;13-05-2026;COMPLETO;AUTOCONTROL;12,7;7,8;44,8;2;8,7;;;22,4;;0;0,12;0,003;0,23;0,004;0,002;0,149;0,007;;;;0,026;0,001;0,015;0,04;210,1;0,03;20,1;
LOGISTICA;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552;SIN CONVENIO;CESMEC;;04-05-2026;RESUMEN;AUTOCONTROL;12,3;6,89;126,9;6,3;5,5;18,6;1,5;46,7;9,93;297,9;;;;;;;;;;2,01;;;;;;;22,57;
RENDIC;46;CALAMA I;II - Antofagasta;Calama;Granaderos 3180;3035;SIN CONVENIO;CESMEC;;13-05-2026;RESUMEN;AUTOCONTROL;23,6;8;431;2;7;80;0,5;100;6;180;;;;;;;;;;;;;;;;;17,19;
RENDIC;750;CAÑETE;VIII - Biobío;Cañete;Saavedra 525;0;SIN CONVENIO;BIODIVERSA;;09-03-2026;RESUMEN;CONTROL DIRECTO;21,3;7,84;455;2;2,17;50,4;;248;0,08;2,4;;;;;;;;;;;;;;;;;15,2;
RENDIC;111;CALAMA II;II - Antofagasta;Calama;Aconcagua 2588;2966;SIN CONVENIO;ANAM;;25-03-2026;RESUMEN;CONTROL DIRECTO;113;7,2;810;0,8;15,27;23,67;125;;2;60;;;;;;;;;;;;;;;;;21,9;
RENDIC;80;ANGOL I;IX - Araucanía;Angol;Av. O'Higgins 1257;0;SIN CONVENIO;AQG LABS;;13-12-2025;RESUMEN;CONTROL DIRECTO;5,5;6,98;105;3;4,74;33,8;0,1;19;0,58;17,4;;;;;;;;;;;;;;;;;21,2;
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0;TERMINADO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0;SIN CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0;SIN CONVENIO;CESMEC;;09-06-2026;RESUMEN;AUTOCONTROL;44;7,78;149,4;2;14,3;41,4;1;98;3,06;91,8;;;;;;;;;;;;;;;;;18,5;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;CESMEC;;15-06-2026;RESUMEN;AUTOCONTROL;26,3;7,53;139,9;2;8,7;17,8;1;109;3,11;93,3;;;;;;;;;;;;;;;;;19,23;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;CESMEC;;12-06-2026;RESUMEN;AUTOCONTROL;20,3;7,45;245,5;2;7,4;17,4;5;85;3,02;90,6;;;;;;;;;;;;;;;;;20,83;
RENDIC;5;LAS COMPAÑIAS;IV - Coquimbo;La Serena;Nicaragua 1571;2644;SIN CONVENIO;CESMEC;;09-06-2026;RESUMEN;AUTOCONTROL;5;7,81;204,5;2;10,2;27,1;0,1;78;3,6;108;;;;;;;;;;;;;;;;;16,01;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;CESMEC;;04-06-2026;RESUMEN;AUTOCONTROL;9,2;7,74;164;2;5,8;15,3;0,2;78;3,06;91,8;;;;;;;;;;;;;;;;;18,55;
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0;CONVENIO;CESMEC;;22-06-2026;RESUMEN;AUTOCONTROL;13;7,44;154,5;3,7;4,6;23;0,3;56;2,97;89,1;;;;;;;;;;;;;;;;;18,5;
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643;TERMINADO;CESMEC;;08-06-2026;RESUMEN;AUTOCONTROL;16;7,8;464,7;5;9,8;36,7;0,1;96;3,06;91,8;;;;;;;;;;;;;;;;;14,69;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;25;EL PALOMAR;III - Atacama;Copiapó;Av. Palomar 1525;3868;TERMINADO;CESMEC;;;COMPLETO;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;46;CALAMA I;II - Antofagasta;Calama;Granaderos 3180;3035;SIN CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049;CONVENIO;CESMEC;;10-06-2026;RESUMEN;AUTOCONTROL;10,8;6,83;62,8;2;9,8;10,9;4;66,7;1,05;31,5;;;;;;;;;;;;;;;;;23,64;
RENDIC;103;VIVAR;I - Tarapacá;Iquique;Vivar 786;4420;CONVENIO;CESMEC;;17-06-2026;RESUMEN;AUTOCONTROL;21,9;6,79;157,7;5;3,7;10,8;0,2;45,7;7,47;224,1;;;;;;;;;;;;;;;;;22,44;
RENDIC;105;IQUIQUE CENTRO;I - Tarapacá;Iquique;Tarapaca 579;4051;TERMINADO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050;CONVENIO;CESMEC;;16-06-2026;RESUMEN;AUTOCONTROL;12,9;6,87;224,1;4;4,6;17,3;0,1;64;0,93;27,9;;;;;;;;;;;;;;;;;22,46;
RENDIC;111;CALAMA II;II - Antofagasta;Calama;Aconcagua 2588;2966;SIN CONVENIO;CESMEC;;22-06-2026;RESUMEN;AUTOCONTROL;166,1;7,94;888,5;2,7;8,5;38;0,7;564;2,48;74,4;;;;;;;;;;;;;;;;;16,18;
RENDIC;344;CURICO ALAMEDA;VII - Maule;Curicó;Estado 43;4530;SIN CONVENIO;CESMEC;;16-06-2026;RESUMEN;AUTOCONTROL;19,8;7,84;177,4;7;8,1;18,1;22;282;3,02;90,6;;;;;;;;;;;;;;;;;18,56;
RENDIC;375;ARAUCO;XIV - Los Ríos;Valdivia;Arauco 697;3420;CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;375;ARAUCO;XIV - Los Ríos;Valdivia;Arauco 697;3420;CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133;SIN CONVENIO;PROPIO;;;VDD;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;458;ESPAÑA AUSTRAL;XII - Magallanes;Punta Arenas;Av. España 01375;1306;SIN CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;459;ALLENDE AUSTRAL;XII - Magallanes;Punta Arenas;Salvador Allende 0399;3735;SIN CONVENIO;CESMEC;;16-06-2026;RESUMEN;AUTOCONTROL;21,8;6,57;191;2;4,9;9,3;0,2;55,3;3;90;;;;;;;;;;;;;;;;;8,9;
RENDIC;461;ZENTENO AUSTRAL;XII - Magallanes;Punta Arenas;Capitan Guillermo 05;3736;SIN CONVENIO;CESMEC;;17-06-2026;RESUMEN;AUTOCONTROL;6,3;8,15;195,4;4;2,7;15,6;0,2;50;5;150;;;;;;;;;;;;;;;;;6,2;
RENDIC;463;BORIES AUSTRAL;XII - Magallanes;Punta Arenas;Gobernador Bories 647;3739;SIN CONVENIO;CESMEC;;19-06-2026;RESUMEN;AUTOCONTROL;18;7,5;388,2;2;7,6;14;0,3;79;19;570;;;;;;;;;;;;;;;;;11,1;
RENDIC;576;CASTRO I;X - Los Lagos;Castro;O'Higgins 711;3875;SIN CONVENIO;CESMEC;;16-06-2026;RESUMEN;AUTOCONTROL;17,1;7,2;258,7;3;5,2;23,6;0,1;77;4;120;;;;;;;;;;;;;;;;;15,38;
RENDIC;645;MEMBRILLAR;VI - O'Higgins;Rancagua;Av. Membrillar 10;84;SIN CONVENIO;CESMEC;;04-06-2026;RESUMEN;AUTOCONTROL;62,6;7,55;333,2;2;3,4;13,4;0,2;130;2,79;83,7;;;;;;;;;;;;;;;;;17;
RENDIC;771;MIRASOL;X - Los Lagos;Puerto Montt;Av. La Cruz 2006;3723;SIN CONVENIO;CESMEC;;11-06-2026;RESUMEN;AUTOCONTROL;144,3;6,76;432,6;9;9,7;27,3;20;388;;0;;;;;;;;;;;;;;;;;14,1;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;CESMEC;;09-06-2026;RESUMEN;AUTOCONTROL;5,3;7,48;73,3;3;3,2;9,9;1;28;2;60;;;;;;;;;;;;;;;;;14,23;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;CESMEC;;09-06-2026;RESUMEN;AUTOCONTROL;15,2;7,41;148,3;4;7,4;17,1;1,4;59;3;90;;;;;;;;;;;;;;;;;16,69;
RENDIC;780;VICTORIA;X - Los Lagos;Osorno;Victoria 367 Rahue Bajo;1362;SIN CONVENIO;CESMEC;;10-06-2026;RESUMEN;AUTOCONTROL;70,6;7,24;449,3;10;5,6;26,7;2;114;1;30;;;;;;;;;;;;;;;;;15,99;
ALVI;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298;TERMINADO;CESMEC;;05-06-2026;RESUMEN;AUTOCONTROL;9,7;7,28;42,1;2;3,6;12,4;0,7;50;1,94;58,2;;;;;;;;;;;;;;;;;16,98;
MAYORISTA;3022;M10 TEMUCO II;IX - Araucanía;Temuco;Pedro De Valdivia 2285;3721;CONVENIO;CESMEC;;16-06-2026;RESUMEN;AUTOCONTROL;11,5;6,79;174,9;3;4,2;11,2;1,5;126;32;960;;;;;;;;;;;;;;;;;12,81;
ALVI;3197;ALVI PICARTE VALDIVIA;XIV - Los Ríos;Valdivia;Av. Ramon Picarte 2593;1961;CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
ALVI;3143;M10 TEMUCO IV;IX - Araucanía;Temuco;Francisco Salazar 01650;4422;CONVENIO;CESMEC;;16-06-2026;RESUMEN;AUTOCONTROL;21,2;6,63;102,7;2;4,7;13,8;0,2;62,7;32;960;;;;;;;;;;;;;;;;;13,18;
LOGISTICA;9051;CD NUEVO COQUIMBO;IV - Coquimbo;Coquimbo;PAN DE AZUCAR S/N;0;SIN CONVENIO;CESMEC;;15-06-2026;COMPLETO;AUTOCONTROL;26,9;7,7;43,6;2;6,4;8,9;;45,3;;0;0,23;0,003;0,221;0,004;0,002;0,09;0,012;;0,03;4,1;0,026;0,001;0,015;0,04;216,1;0,04;19,8;
LOGISTICA;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552;SIN CONVENIO;CESMEC;;23-06-2026;RESUMEN;AUTOCONTROL;2;7,07;131,2;2;3,8;81;0,2;52;6,21;186,3;;;;;;;;;;;;;;;;;18,65;
RENDIC;442;COYHAIQUE;XI - Aysén;Coyhaique;Lautaro 331;1320;SIN CONVENIO;AGUAS PATAGONIA;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;681;ROTONDA ARICA;XV - Arica y Parinacota;Arica;AVDA 18 SEPTIEMBRE 2501;0;SIN CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;0;17,4;;;;;;;;;;;;;;;;;;
RENDIC;773;LLANQUIHUE;X - Los Lagos;Llanquihue;Baquedano 612;0;SIN CONVENIO;ANAM;;17-04-2026;RESUMEN;CONTROL DIRECTO;14;7,71;83;2;2,9;5,55;0,5;21;7,83;234,9;;;;;;;;;;;;;;;;;13,4;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;ANAM;;17-04-2026;RESUMEN;AUTOCONTROL;14;7,46;122;2;6,9;37,41;0,5;62;9,8;294;;;;;;;;;;;;;;;;;13,4;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;ANAM;;10-04-2026;RESUMEN;CONTROL DIRECTO;14;6,88;80;2;5,4;9,22;1;54;2,592;77,76;;;;;;;;;;;;;;;;;14,9;
RENDIC;780;VICTORIA;X - Los Lagos;Osorno;Victoria 367 Rahue Bajo;1362;SIN CONVENIO;ANAM;;24-04-2026;RESUMEN;CONTROL DIRECTO;14;7,54;120;12;9,7;30,7;0,5;47;1,181;35,43;;;;;;;;;;;;;;;;;14,3;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;ANAM;;19-03-2026;RESUMEN;CONTROL DIRECTO;14;7,4;273;4;10,9;6,6;0,5;131;3;90;;;;;;;;;;;;;;;;;15,7;
RENDIC;544;PURRANQUE;X - Los Lagos;Purranque;Eleuterio Ramirez 549;0;SIN CONVENIO;ANAM;;06-03-2026;RESUMEN;CONTROL DIRECTO;30;7,2;216;2;5,4;8,1;0,8;140;25;750;;;;;;;;;;;;;;;;;15,8;
RENDIC;771;MIRASOL;X - Los Lagos;Puerto Montt;Av. La Cruz 2006;3723;SIN CONVENIO;ANAM;;27-03-2026;RESUMEN;CONTROL DIRECTO;44;7,9;155;2;11,5;94,8;1;66;0;0;;;;;;;;;;;;;;;;;14,6;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;ANAM;;03-03-2026;RESUMEN;CONTROL DIRECTO;14;7,2;153;2;8,6;76,6;0,5;112;25;750;;;;;;;;;;;;;;;;;14;
RENDIC;763;JUAN SOLER;X - Los Lagos;Puerto Montt;Juan Soler Manfredini 51;0;SIN CONVENIO;ANAM;;27-03-2026;RESUMEN;CONTROL DIRECTO;14;7,2;33;2;2,7;17,4;0,5;37;63;1890;;;;;;;;;;;;;;;;;15,2;
RENDIC;576;CASTRO I;X - Los Lagos;Castro;O'Higgins 711;3875;SIN CONVENIO;ANAM;;10-04-2026;RESUMEN;CONTROL DIRECTO;14;8;289;2;6,6;18,6;0,5;53;5;150;;;;;;;;;;;;;;;;;14,4;
RENDIC;681;ROTONDA ARICA;XV - Arica y Parinacota;Arica;AVDA 18 SEPTIEMBRE 2501;0;SIN CONVENIO;AQG LABS;;25-03-2026;RESUMEN;CONTROL DIRECTO;10;6,9;4533;1;3,5;25,2;0,1;48;;0;;;;;;;;;;;;;;;;;23,5;
RENDIC;335;SANTA MARIA;RM - Santiago;Vitacura;Santa Maria 6940;0;SIN CONVENIO;;;17-04-2026;RESUMEN;CONTROL DIRECTO;14;7,78;203;5,3;5,22;67,21;0,2;52;4;120;;;;;;;;;;;;;;;;;23,7;
RENDIC;681;ROTONDA ARICA;XV - Arica y Parinacota;Arica;AVDA 18 SEPTIEMBRE 2501;0;SIN CONVENIO;HIDROLAB;;15-05-2026;RESUMEN;CONTROL DIRECTO;0,5;7,87;130;2;13,7;38;0,1;82;10;300;;;;;;;;;;;;;;;;;22,3;
RENDIC;681;ROTONDA ARICA;XV - Arica y Parinacota;Arica;AVDA 18 SEPTIEMBRE 2501;0;SIN CONVENIO;HIDROLAB;;26-11-2026;RESUMEN;CONTROL DIRECTO;0,73;6,7;369;2;17,53;22;1,5;81;5;150;;;;;;;;;;;;;;;;;25;
RENDIC;923;SANTA MARIA ARICA;XV - Arica y Parinacota;Arica;AV.STA. MARIA  2465;0;SIN CONVENIO;HIDROLAB;;25-11-2025;RESUMEN;CONTROL DIRECTO;0,5;7,56;216;2;8,66;77;5;166;0,514;15,42;;;;;;;;;;;;;;;;;25;
RENDIC;923;SANTA MARIA ARICA;XV - Arica y Parinacota;Arica;AV.STA. MARIA  2465;0;SIN CONVENIO;HIDROLAB;;28-01-2026;RESUMEN;CONTROL DIRECTO;0,5;7,81;279;2;2,8;35;0,1;5;1;30;;;;;;;;;;;;;;;;;23,2;
RENDIC;963;FLORIDA;IV - Coquimbo;La Serena;Avenida Las Parcelas ULS PC 304-A;0;SIN CONVENIO;BIODIVERSA;;15-04-2026;RESUMEN;CONTROL DIRECTO;12,13;7,54;311;23;10,64;51;1;180,33;5,82;174,6;;;;;;;;;;;;;;;;;19,91;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;14;COPIAPO;III - Atacama;Copiapó;Av. Henrriquez N° 523;0;CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;16;VALLENAR II;III - Atacama;Vallenar;Arturo Prat 2350;0;TERMINADO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;23;LOS CARRERAS;III - Atacama;Copiapó;Los Carrera 479;0;SIN CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;24;CHACABUCO;III - Atacama;Copiapó;Los Carreras  586;0;SIN CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;25;EL PALOMAR;III - Atacama;Copiapó;Av. Palomar 1525;3868;TERMINADO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;32;CHAÑARCILLO;III - Atacama;Copiapó;Chacabuco Nº 231;0;CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;344;CURICO ALAMEDA;VII - Maule;Curicó;Estado 43;4530;SIN CONVENIO;PROPIO;;;VDD;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133;SIN CONVENIO;PROPIO;;;VDD;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;472;CALDERA I;III - Atacama;Caldera;Batallon Atacama 319;0;CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;477;CURAUMA;V - Valparaiso;Valparaíso;Obispo Valdes 1170;2721;SIN CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;555;GRANEROS;VI - O'Higgins;Graneros;Obispo Rafael Lira 042;4574;SIN CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
ALVI;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298;TERMINADO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;9051;CD NUEVO COQUIMBO;IV - Coquimbo;Coquimbo;PAN DE AZUCAR S/N;0;SIN CONVENIO;CESMEC;;;COMPLETO;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552;SIN CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;681;ROTONDA ARICA;XV - Arica y Parinacota;Arica;AVDA 18 SEPTIEMBRE 2501;0;SIN CONVENIO;CESMEC;;;RESUMEN;AUTOCONTROL;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
RENDIC;576;CASTRO I;X - Los Lagos;Castro;O'Higgins 711;3875;SIN CONVENIO;CESMEC;;27-05-2026;RESUMEN;CONTROL DIRECTO;12,7;5,43;271,3;3,7;4,3;27,1;0,5;46,7;389;11670;;;;;;;;;;;;;;;;;12,8;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;CESMEC;;12-05-2026;RESUMEN;CONTROL DIRECTO;22;7,1;218;2;4,9;4,19;0,8;131;4;120;;;;;;;;;;;;;;;;;11,9;
RENDIC;544;PURRANQUE;X - Los Lagos;Purranque;Eleuterio Ramirez 549;0;SIN CONVENIO;ANAM;;12-05-2026;RESUMEN;CONTROL DIRECTO;22;7,2;146;2;8,1;45,4;1;103;10;300;;;;;;;;;;;;;;;;;15,8;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;ANAM;;05-05-2026;RESUMEN;CONTROL DIRECTO;14;7,3;33;2;1,9;15,7;0,5;20;14;420;;;;;;;;;;;;;;;;;13,4;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
