empresa;local_id;local_nombre;local_region;local_comuna;local_direccion;local_rpm;local_convenio;laboratorio;fecha_emision;fecha_muestreo;tipo_muestreo;tipo_monitoreo;aceites_grasas;ph;dbo5;dqo;fosforo;nitrogeno_amoniacal;poder_espumogeno;solidos_sedimentables;solidos_suspendidos_totales;volumen_de_descarga_diaria;volumen_de_descarga_mensual;aluminio;arsenico;boro;cadmio;cianuro;zinc;cobre;cromo_total;cromo_hexavalente;hidrocarburos_totales;manganeso;mercurio;niquel;plomo;sulfatos;sulfuros;created_at
RENDIC;576;CASTRO I;X - Los Lagos;Castro;O'Higgins 711;3875;SIN CONVENIO;ANAM;;29-02-2024;RESUMEN;CONTROL DIRECTO;92;7,81;459;2;12;26,26;0,6;433;5,7;171;;;;;;;;;;;;;;;;;19,3;
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050;CONVENIO;SGS;;04-03-2024;RESUMEN;CONTROL DIRECTO;7;6,56;647;20;6;26,05;1;137;3,1;93;;;;;;;;;;;;;;;;;23,58;
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049;CONVENIO;SGS;;04-03-2024;RESUMEN;CONTROL DIRECTO;9;7,16;659;5;6,7;13,18;1;148;12,8;384;;;;;;;;;;;;;;;;;29,14;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;CESMEC;;11-03-2024;COMPLETO;AUTOCONTROL;13,4;7,7;481;10;13,4;67;1,5;142;12,2;366;0,6869;0,003;1,8409;0,01;0,1;0,3079;0,0989;0,05;0,05;10;0,0579;0,001;0,05;0,05;234;3,93;24,1;
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133;SIN CONVENIO;HIDROLAB;;11-03-2024;VDD;AUTOCONTROL;;;;;;;;;44;1320;;;;;;;;;;;;;;;;;;
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049;CONVENIO;SGS;;11-03-2024;RESUMEN;CONTROL DIRECTO;3;6,96;385;3;8,8;15,52;1,5;70;38,5;1155;;;;;;;;;;;;;;;;;26,14;
RENDIC;459;ALLENDE AUSTRAL;XII - Magallanes;Punta Arenas;Salvador Allende 0399;3735;SIN CONVENIO;HIDROLAB;;12-03-2024;RESUMEN;AUTOCONTROL;6,59;6,19;239;2;5,4;5,42;0,1;83;4,84;145,2;;;;;;;;;;;;;;;;;9,3;
RENDIC;87;JUAN MARTINEZ;I - Tarapacá;Iquique;M. Rodriguez 964;0;CONVENIO;SGS;;12-03-2024;RESUMEN;CONTROL DIRECTO;9;6,76;566;10;12,4;25,9;6,5;258;12;360;;;;;;;;;;;;;;;;;23,22;
RENDIC;85;AMUNATEGUI;I - Tarapacá;Iquique;Amunategui 902;0;CONVENIO;SGS;;12-03-2024;RESUMEN;CONTROL DIRECTO;8;7,06;117;3;3,3;61,31;1,3;118;2,9;87;;;;;;;;;;;;;;;;;23,69;
RENDIC;25;EL PALOMAR;III - Atacama;Copiapó;Av. Palomar 1525;3868;TERMINADO;CESMEC;;13-03-2024;COMPLETO;AUTOCONTROL;123;7,08;223;2;7,2;78;3;88;17,2;516;0,9762;0,004;1,5684;0,01;0,1;0,5655;0,1081;0,05;0,05;21,5;0,0657;0,001;0,05;0,05;155;1,48;24,7;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;ANAM;;13-03-2024;RESUMEN;CONTROL DIRECTO;14;7,66;246;3;10,2;1,86;3;48;2,2;66;;;;;;;;;;;;;;;;;16,2;
RENDIC;903;HUECHURABA FONTOVA;RM - Santiago;Huechuraba;Pedro Fontova 7626;0;SIN CONVENIO;AGUAS ANDINAS;;13-03-2024;RESUMEN;CONTROL DIRECTO;37;6,77;545;18,7;8,68;13,16;0,4;352;4;120;;;;;;;;;;;;;;;;;27,8;
RENDIC;87;JUAN MARTINEZ;I - Tarapacá;Iquique;M. Rodriguez 964;0;CONVENIO;SGS;;13-03-2024;RESUMEN;CONTROL DIRECTO;6;7,06;103;15;2,4;22,85;0,5;29;6,5;195;;;;;;;;;;;;;;;;;24,7;
RENDIC;85;AMUNATEGUI;I - Tarapacá;Iquique;Amunategui 902;0;CONVENIO;SGS;;13-03-2024;RESUMEN;CONTROL DIRECTO;7;6,36;96;9;1,2;27,14;1,8;47;5,7;171;;;;;;;;;;;;;;;;;24,23;
RENDIC;375;ARAUCO;XIV - Los Ríos;Valdivia;Arauco 697;3420;CONVENIO;CESMEC;;18-03-2024;RESUMEN;AUTOCONTROL;14,8;6,8;243;17;10,2;41,4;3;159;11;330;;;;;;;;;;;;;;;;;19,7;
RENDIC;375;ARAUCO;XIV - Los Ríos;Valdivia;Arauco 697;3420;CONVENIO;CESMEC;;18-03-2024;RESUMEN;AUTOCONTROL;26,3;7,1;199;26;10,8;42,2;1,2;133;11;330;;;;;;;;;;;;;;;;;18,3;
RENDIC;576;CASTRO I;X - Los Lagos;Castro;O'Higgins 711;3875;SIN CONVENIO;CESMEC;;19-03-2024;RESUMEN;AUTOCONTROL;3,94;7,05;182;8;14,1;58,2;0,5;111;3;90;;;;;;;;;;;;;;;;;15;
MAYORISTA;3557;;;;;;#N/D;CESMEC;;19-03-2024;RESUMEN;AUTOCONTROL;41,3;6,67;307;2;17,2;61,5;0,8;244;6,2;186;;;;;;;;;;;;;;;;;17,19;
RENDIC;463;BORIES AUSTRAL;XII - Magallanes;Punta Arenas;Gobernador Bories 647;3739;SIN CONVENIO;HIDROLAB;;19-03-2024;RESUMEN;AUTOCONTROL;2,3;5,57;647;2;12,3;1,86;0,2;36;6,5;195;;;;;;;;;;;;;;;;;9;
RENDIC;461;ZENTENO AUSTRAL;XII - Magallanes;Punta Arenas;Capitan Guillermo 05;3736;SIN CONVENIO;HIDROLAB;;19-03-2024;RESUMEN;AUTOCONTROL;0,927;6,54;300;2;7,3;14,9;0,5;41;5,23;156,9;;;;;;;;;;;;;;;;;7,9;
RENDIC;442;COYHAIQUE;XI - Aysén;Coyhaique;Lautaro 331;1320;SIN CONVENIO;AGUAS PATAGONIA;;19-03-2024;RESUMEN;CONTROL DIRECTO;155;8,76;683;2;19,6;48,8;17;548;6,7;201;;;;;;;;;;;;;;;;;9,9;
RENDIC;458;ESPAÑA AUSTRAL;XII - Magallanes;Punta Arenas;Av. España 01375;1306;SIN CONVENIO;HIDROLAB;;20-03-2024;RESUMEN;AUTOCONTROL;32,6;8,25;557;2;11;20,9;0,5;214;11,49;344,7;;;;;;;;;;;;;;;;;8,7;
RENDIC;103;VIVAR;I - Tarapacá;Iquique;Vivar 786;4420;CONVENIO;SGS;;20-03-2024;RESUMEN;CONTROL DIRECTO;6;6,55;4;2;0,7;4,27;0,5;4;5,8;174;;;;;;;;;;;;;;;;;24,05;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;CESMEC;;21-03-2024;RESUMEN;AUTOCONTROL;19,1;7;141;34;8,25;26,2;14;156;11;330;;;;;;;;;;;;;;;;;16,9;
RENDIC;905;VICENTE VALDES;RM - Santiago;La Florida;Vicuña Mackenna 7802;0;SIN CONVENIO;AGUAS ANDINAS;;21-03-2024;RESUMEN;CONTROL DIRECTO;31;8,61;216;0,8;2,58;21,93;2;107;10;300;;;;;;;;;;;;;;;;;26,9;
RENDIC;105;IQUIQUE CENTRO;I - Tarapacá;Iquique;Tarapaca 579;4051;TERMINADO;SGS;;21-03-2024;RESUMEN;CONTROL DIRECTO;2;7,23;264;2;3,9;21,84;3;46;3,7;111;;;;;;;;;;;;;;;;;24,9;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;ANAM;;24-03-2024;RESUMEN;CONTROL DIRECTO;14;6,88;167;2;7,6;84,37;2;43;10;300;;;;;;;;;;;;;;;;;14,5;
MAYORISTA;3143;M10 TEMUCO IV;IX - Araucanía;Temuco;Francisco Salazar 01650;4422;CONVENIO;CESMEC;;25-03-2024;RESUMEN;AUTOCONTROL;8,72;7,39;55;2;4,19;30,5;0,5;49;1,6;48;;;;;;;;;;;;;;;;;20;
RENDIC;17;LOS ALAMOS;IV - Coquimbo;Coquimbo;Los Alamos 580;2643;TERMINADO;CESMEC;;25-03-2024;RESUMEN;AUTOCONTROL;15,4;7,9;107;24;4,1;21;0,5;47;1,1;33;;;;;;;;;;;;;;;;;19,11;
RENDIC;344;CURICO ALAMEDA;VII - Maule;Curicó;Estado 43;4530;SIN CONVENIO;CESMEC;;26-03-2024;RESUMEN;AUTOCONTROL;9,1;7,38;1301;2;18,2;53,3;0,5;62;0;0;;;;;;;;;;;;;;;;;19,8;
RENDIC;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552;SIN CONVENIO;CESMEC;;26-03-2024;RESUMEN;AUTOCONTROL;8,2;5,9;31;2;1,4;6,49;1;25;29,9;897;0,2148;0,005;0,2833;0,01;0,1;0,1853;0,05;0,05;0,05;10;0,0229;0,001;0,05;0,05;29;0,5;20,29;
MAYORISTA;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298;TERMINADO;CESMEC;;26-03-2024;RESUMEN;AUTOCONTROL;8,1;7,2;140;4;6,4;15;0,5;31,2;1,3;39;;;;;;;;;;;;;;;;;21,59;
RENDIC;773;LLANQUIHUE;X - Los Lagos;Llanquihue;Baquedano 612;0;SIN CONVENIO;ANAM;;26-03-2024;RESUMEN;CONTROL DIRECTO;14;6,72;166;2;3,1;4,72;0,5;70;11,6;348;;;;;;;;;;;;;;;;;11,4;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;CESMEC;;27-03-2024;RESUMEN;AUTOCONTROL;32;6,64;338;26;14,9;5;0,5;113;3,6;108;;;;;;;;;;;;;;;;;23,8;
RENDIC;780;VICTORIA;X - Los Lagos;Osorno;Victoria 367 Rahue Bajo;1362;SIN CONVENIO;CESMEC;;27-03-2024;RESUMEN;AUTOCONTROL;22,3;7,12;260;21;16,6;36,1;0,5;216,3;;0;;;;;;;;;;;;;;;;;21,8;
RENDIC;771;MIRASOL;X - Los Lagos;Puerto Montt;Av. La Cruz 2006;3723;SIN CONVENIO;CESMEC;;27-03-2024;RESUMEN;AUTOCONTROL;40,4;7,38;261;15;7,48;6,5;2;248;4;120;;;;;;;;;;;;;;;;;16,4;
RENDIC;789;FRUTILLAR III;X - Los Lagos;Frutillar;Arturo Alessandri 381;0;SIN CONVENIO;ANAM;;27-03-2024;RESUMEN;CONTROL DIRECTO;70;6,83;1948;4;13,1;26,45;1,5;598;68;2040;;;;;;;;;;;;;;;;;15,2;
RENDIC;645;MEMBRILLAR;VI - O'Higgins;Rancagua;Av. Membrillar 10;84;SIN CONVENIO;CESMEC;;28-03-2024;RESUMEN;AUTOCONTROL;60,9;5,8;462;3;10,8;33;9,5;150;1,2;36;;;;;;;;;;;;;;;;;20,5;
ALVI;3086;ALVI TEMUCO;IX - Araucanía;Temuco;Av. Balmaceda 1531;0;SIN CONVENIO;AGQ;;28-03-2024;RESUMEN;CONTROL DIRECTO;10,5;7,25;91,3;2;6,47;20,2;7;180;3,96;118,8;;;;;;;;;;;;;;;;;18,4;
RENDIC;5;LAS COMPAÑIAS;IV - Coquimbo;La Serena;Nicaragua 1571;2644;SIN CONVENIO;CESMEC;;01-04-2024;RESUMEN;AUTOCONTROL;23,6;7,9;313;4;9,1;48;4;120,8;1,5;45;;;;;;;;;;;;;;;;;22,96;
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049;CONVENIO;SGS;;01-04-2024;RESUMEN;CONTROL DIRECTO;6;6,78;834;33;6,2;27,82;0,5;54;21,4;642;;;;;;;;;;;;;;;;;25,15;
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050;CONVENIO;SGS;;01-04-2024;RESUMEN;CONTROL DIRECTO;7;6,9;242;18;7,4;7,96;0,5;74;6,2;186;;;;;;;;;;;;;;;;;23,95;
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049;CONVENIO;SGS;;01-04-2024;RESUMEN;CONTROL DIRECTO;6;6,78;834;33;6,2;27,38;0,5;54;21,4;642;;;;;;;;;;;;;;;;;25,15;
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049;CONVENIO;CESMEC;;03-04-2024;RESUMEN;AUTOCONTROL;61;7,11;155;2;5,1;11;4;110;2,2;66;;;;;;;;;;;;;;;;;24,9;
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050;CONVENIO;SGS;;03-04-2024;RESUMEN;CONTROL DIRECTO;7;6,82;159;9;8,2;31,12;2;302;6,9;207;;;;;;;;;;;;;;;;;23,69;
RENDIC;954;REGIMIENTO ARICA;IV - Coquimbo;La Serena;Regimiento Arica 6001;0;SIN CONVENIO;BIODIVERSA;;04-04-2024;RESUMEN;CONTROL DIRECTO;24,35;6,74;483;25,3;10,49;17,95;0,9;117,65;2,57;77,1;;;;;;;;;;;;;;;;;22,01;
RENDIC;477;CURAUMA;V - Valparaiso;Valparaíso;Obispo Valdes 1170;2721;SIN CONVENIO;CESMEC;;05-04-2024;RESUMEN;AUTOCONTROL;5,4;7,51;57;3;3,2;7,49;0,5;40,7;3,9;117;;;;;;;;;;;;;;;;;19,5;
RENDIC;544;PURRANQUE;X - Los Lagos;Purranque;Eleuterio Ramirez 549;0;SIN CONVENIO;ANAM;;05-04-2024;RESUMEN;CONTROL DIRECTO;14;7,5;53;2;1,3;5,69;0,5;50;11,8;354;;;;;;;;;;;;;;;;;14,8;
MAYORISTA;3022;M10 TEMUCO II;IX - Araucanía;Temuco;Pedro De Valdivia 2285;3721;CONVENIO;AGQ;;05-04-2024;RESUMEN;CONTROL DIRECTO;5,15;7,3;67,2;5;10,4;58,1;0,2;32;1,44;43,2;;;;;;;;;;;;;;;;;16,45;
MAYORISTA;3143;M10 TEMUCO IV;IX - Araucanía;Temuco;Francisco Salazar 01650;4422;CONVENIO;AGQ;;05-04-2024;RESUMEN;CONTROL DIRECTO;2,26;7,89;35,1;1;1,61;33,7;1;5;2,7;81;;;;;;;;;;;;;;;;;14,2;
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049;CONVENIO;SGS;;06-04-2024;RESUMEN;CONTROL DIRECTO;9;6,97;287;31;4,2;15,6;0,5;65;2,7;81;;;;;;;;;;;;;;;;;22,78;
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050;CONVENIO;SGS;;08-04-2024;RESUMEN;CONTROL DIRECTO;7;6,8;208;18;6;45,47;1,6;106;5,1;153;;;;;;;;;;;;;;;;;25,69;
RENDIC;519;TRAIGUEN;IX - Araucanía;Traiguén;Santa Cruz 1170;0;CONVENIO;AGQ;;09-04-2024;RESUMEN;CONTROL DIRECTO;0,72;6,76;16,1;6;4,13;38,9;0,1;2,7;3,6;108;;;;;;;;;;;;;;;;;16,74;
RENDIC;87;JUAN MARTINEZ;I - Tarapacá;Iquique;M. Rodriguez 964;0;CONVENIO;SGS;;10-04-2024;RESUMEN;CONTROL DIRECTO;4;6,83;19;2;0,9;5,25;0,6;26;7,6;228;;;;;;;;;;;;;;;;;24,57;
RENDIC;87;JUAN MARTINEZ;I - Tarapacá;Iquique;M. Rodriguez 964;0;CONVENIO;SGS;;11-04-2024;RESUMEN;CONTROL DIRECTO;3;6,14;80;2;2,8;24,96;0,5;1;5,5;165;;;;;;;;;;;;;;;;;26,99;
RENDIC;754;TEMUCO IV;IX - Araucanía;Temuco;Avenida Javiera Carrera 1610;0;CONVENIO;AGQ;;12-04-2024;RESUMEN;CONTROL DIRECTO;2,21;6,62;2;1;0,75;2,29;0,1;16;10,8;324;;;;;;;;;;;;;;;;;19,7;
RENDIC;85;AMUNATEGUI;I - Tarapacá;Iquique;Amunategui 902;0;CONVENIO;SGS;;15-04-2024;RESUMEN;CONTROL DIRECTO;6;7,16;66;14;5;46,55;0,5;41;5,3;159;;;;;;;;;;;;;;;;;24,23;
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050;CONVENIO;CESMEC;;16-04-2024;RESUMEN;AUTOCONTROL;77;7,62;130;17;4,6;5;1;10;6,9;207;;;;;;;;;;;;;;;;;20,8;
RENDIC;344;CURICO ALAMEDA;VII - Maule;Curicó;Estado 43;4530;SIN CONVENIO;BIODIVERSA;;16-04-2024;RESUMEN;CONTROL DIRECTO;8;6,3;395,03;13,3;11,58;67,4;6;120,8;6,58;197,4;;;;;;;;;;;;;;;;;20,55;
RENDIC;103;VIVAR;I - Tarapacá;Iquique;Vivar 786;4420;CONVENIO;SGS;;16-04-2024;RESUMEN;CONTROL DIRECTO;9;6,96;51;5;5,5;40,4;0,5;206;5,1;153;;;;;;;;;;;;;;;;;23,82;
RENDIC;103;VIVAR;I - Tarapacá;Iquique;Vivar 786;4420;CONVENIO;SGS;;17-04-2024;RESUMEN;CONTROL DIRECTO;8;7,16;9;2;2,2;6,23;0,8;42;5;150;;;;;;;;;;;;;;;;;23,45;
RENDIC;105;IQUIQUE CENTRO;I - Tarapacá;Iquique;Tarapaca 579;4051;TERMINADO;CESMEC;;18-04-2024;RESUMEN;AUTOCONTROL;66;7,12;95;2;5,6;15,15;0,5;17;1,9;57;;;;;;;;;;;;;;;;;21,1;
RENDIC;103;VIVAR;I - Tarapacá;Iquique;Vivar 786;4420;CONVENIO;SGS;;18-04-2024;RESUMEN;CONTROL DIRECTO;4;7,05;3;2;0,6;3,18;0,5;6;4,7;141;;;;;;;;;;;;;;;;;24,43;
RENDIC;555;GRANEROS;VI - O'Higgins;Graneros;Obispo Rafael Lira 042;4574;SIN CONVENIO;CESMEC;;19-04-2024;COMPLETO;AUTOCONTROL;21,9;7,12;205;2;6,4;15;1;103;6,5;195;0,3723;0,003;0,1647;0,01;0,1;0,3132;0,4995;0,05;0,05;10;0,0436;0,001;0,05;0,05;85;0,5;21,1;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;ANAM;;19-04-2024;RESUMEN;CONTROL DIRECTO;14;6,92;154;2;4,7;0,44;0,5;51;3,3;99;;;;;;;;;;;;;;;;;10,2;
RENDIC;779;BULNES II;X - Los Lagos;Osorno;Ramirez 699;0;SIN CONVENIO;ANAM;;19-04-2024;RESUMEN;CONTROL DIRECTO;14;7,05;67;2;2,5;2,04;8;49;15,7;471;;;;;;;;;;;;;;;;;14,9;
RENDIC;459;ALLENDE AUSTRAL;XII - Magallanes;Punta Arenas;Salvador Allende 0399;3735;SIN CONVENIO;HIDROLAB;;19-04-2024;RESUMEN;CONTROL DIRECTO;1,87;7,34;257;2;6,8;82;0,1;68;0;0;;;;;;;;;;;;;;;;;20,9;
RENDIC;465;PUERTO NATALES;XII - Magallanes;Puerto Natales;Bulnes 742;1133;SIN CONVENIO;CONEMI;;20-04-2024;VDD;AUTOCONTROL;;;;;;;;;38,69;1160,7;;;;;;;;;;;;;;;;;;
RENDIC;6;SINDEMPART;IV - Coquimbo;Coquimbo;El Sauce 981;0;SIN CONVENIO;BIODIVERSA;;22-04-2024;RESUMEN;CONTROL DIRECTO;8;7,19;476;1;16,9;15,65;1,4;133,96;21,69;650,7;;;;;;;;;;;;;;;;;21,67;
RENDIC;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552;SIN CONVENIO;CESMEC;;22-04-2024;RESUMEN;AUTOCONTROL;18,7;7,84;147;3;4,8;23,6;3;27;286,6;8598;;;;;;;;;;10;;;;;;;20,2;
RENDIC;88;LINARES I;VII - Maule;Linares;Maipu Nº 556;0;SIN CONVENIO;BIODIVERSA;;22-04-2024;RESUMEN;CONTROL DIRECTO;6;7,08;274,3;2;10,67;7,9;3;352;4,36;130,8;;;;;;;;;;;;;;;;;13,25;
RENDIC;103;VIVAR;I - Tarapacá;Iquique;Vivar 786;4420;CONVENIO;CESMEC;;24-04-2024;RESUMEN;AUTOCONTROL;72;6,74;10;2;2,7;17,67;0,5;25;0,7;21;;;;;;;;;;;;;;;;;19,4;
RENDIC;458;ESPAÑA AUSTRAL;XII - Magallanes;Punta Arenas;Av. España 01375;1306;SIN CONVENIO;HIDROLAB;;24-04-2024;RESUMEN;CONTROL DIRECTO;4,33;7,07;264;2;9,4;14,3;1,1;152;0;0;;;;;;;;;;;;;;;;;20,7;
MAYORISTA;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298;TERMINADO;CESMEC;;25-04-2024;RESUMEN;AUTOCONTROL;7,7;7,2;127;6;10,6;16,57;1,5;42;5,8;174;;;;;;;;;;;;;;;;;21,83;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;ANAM;;25-04-2024;RESUMEN;CONTROL DIRECTO;14;7,04;22;2;0,8;3,48;0,5;28;11,3;339;;;;;;;;;;;;;;;;;13,6;
RENDIC;461;ZENTENO AUSTRAL;XII - Magallanes;Punta Arenas;Capitan Guillermo 05;3736;SIN CONVENIO;HIDROLAB;;26-04-2024;RESUMEN;CONTROL DIRECTO;8,87;6,99;301;2;7,2;6,76;6,7;136;0;0;;;;;;;;;;;;;;;;;22;
RENDIC;106;LOS MOLLES;I - Tarapacá;Iquique;Santiago Polanco 2251;4050;CONVENIO;SGS;;02-05-2024;RESUMEN;CONTROL DIRECTO;13;6,67;581;2;6,1;10,14;1;118;1,9;57;;;;;;;;;;;;;;;;;23,75;
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049;CONVENIO;SGS;;02-05-2024;RESUMEN;CONTROL DIRECTO;9;6,79;685;2;3,8;10,14;0,5;188;23,8;714;;;;;;;;;;;;;;;;;24,42;
RENDIC;777;CENTRAL;X - Los Lagos;Osorno;Patricio Lynch 1278;3684;CONVENIO;ANAM;;03-05-2024;RESUMEN;CONTROL DIRECTO;14;7,42;300;3;12,2;7,69;0,5;123;3,5;105;;;;;;;;;;;;;;;;;14,4;
MAYORISTA;3013;M10 SAN BERNARDO I;RM - Santiago;San Bernardo;Av. Portales 2448;0;SIN CONVENIO;AGUAS ANDINAS;;06-05-2024;RESUMEN;CONTROL DIRECTO;14;7,97;27;0,8;1;1,99;0,3;126;14;420;;;;;;;;;;;;;;;;;32;
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049;CONVENIO;SGS;;06-05-2024;RESUMEN;CONTROL DIRECTO;11;6,77;317;35;10,7;10,22;1,7;94;20,2;606;;;;;;;;;;;;;;;;;22,91;
RENDIC;86;BILBAO;I - Tarapacá;Iquique;Fco.Bilbao 3545;4049;CONVENIO;SGS;;06-05-2024;RESUMEN;CONTROL DIRECTO;11;6,77;317;35;10,7;10,22;1,7;94;20,2;606;;;;;;;;;;;;;;;;;22,91;
RENDIC;778;ORIENTE;X - Los Lagos;Osorno;Julio Buschman 2223;2867;CONVENIO;ANAM;;07-05-2024;RESUMEN;CONTROL DIRECTO;14;7,27;170;2;5,3;55,34;1;157;6,8;204;;;;;;;;;;;;;;;;;14,8;
RENDIC;87;JUAN MARTINEZ;I - Tarapacá;Iquique;M. Rodriguez 964;0;CONVENIO;SGS;;07-05-2024;RESUMEN;CONTROL DIRECTO;9;7,07;174;21;5,5;22,85;1;134;1,9;57;;;;;;;;;;;;;;;;;23,78;
RENDIC;85;AMUNATEGUI;I - Tarapacá;Iquique;Amunategui 902;0;CONVENIO;SGS;;07-05-2024;RESUMEN;CONTROL DIRECTO;12;6,79;367;36;14,7;51,95;1,2;182;3,7;111;;;;;;;;;;;;;;;;;22,81;
RENDIC;103;VIVAR;I - Tarapacá;Iquique;Vivar 786;4420;CONVENIO;SGS;;09-05-2024;RESUMEN;CONTROL DIRECTO;9;6,97;184;40;4,9;23,4;0,8;102;2,5;75;;;;;;;;;;;;;;;;;24,9;
RENDIC;85;AMUNATEGUI;I - Tarapacá;Iquique;Amunategui 902;0;CONVENIO;SGS;;13-05-2024;RESUMEN;CONTROL DIRECTO;9;7,65;66;2;3,1;6,58;0,5;78;4,3;129;;;;;;;;;;;;;;;;;24,75;
RENDIC;519;TRAIGUEN;IX - Araucanía;Traiguén;Santa Cruz 1170;0;CONVENIO;AGQ;;14-05-2024;RESUMEN;CONTROL DIRECTO;14;6,44;356;1;4;26,4;0,6;112;1,8;54;;;;;;;;;;;;;;;;;11,75;
MAYORISTA;3014;M10 SAN FERNANDO;VI - O'Higgins;San Fernando;Chillan 745;1298;TERMINADO;CESMEC;;15-05-2024;RESUMEN;AUTOCONTROL;24,2;7,3;245;2;8,1;5;4;138,5;2,4;72;;;;;;;;;;;;;;;;;13,8;
RENDIC;7;VALLENAR I;III - Atacama;Vallenar;Brasil 663;0;CONVENIO;BIODIVERSA;;16-05-2024;RESUMEN;CONTROL DIRECTO;17,72;6,79;414;10;11,63;27,05;0,9;57,86;3,3;99;;;;;;;;;;;;;;;;0,2;18,37;
RENDIC;797;RENCA;RM - Santiago;Renca;Av. Brasil 7085;0;SIN CONVENIO;AGUAS ANDINAS;;20-05-2024;RESUMEN;CONTROL DIRECTO;20;7,4;98;0,8;4,9;22,45;0,2;96;3;90;;;;;;;;;;;;;;;;;17,7;
RENDIC;328;GRAN AVENIDA I;RM - Santiago;San Miguel;Avenida Jose Miguel Carrera 5485;0;SIN CONVENIO;AGUAS ANDINAS;;21-05-2024;RESUMEN;CONTROL DIRECTO;14;9,78;23;0,8;2,41;1,55;1,5;107;1;30;;;;;;;;;;;;;;;;;14,8;
RENDIC;22;ATACAMA;III - Atacama;Copiapó;Los Carreras 2242;2666;CONVENIO;BIODIVERSA;;23-05-2024;RESUMEN;CONTROL DIRECTO;67,47;6,62;30;18;8,55;16,55;0,9;198,11;45,43;1362,9;;;;;;;;;;;;;;;;0,1;19,33;
RENDIC;544;PURRANQUE;X - Los Lagos;Purranque;Eleuterio Ramirez 549;0;SIN CONVENIO;ANAM;;26-05-2024;RESUMEN;CONTROL DIRECTO;80;7,92;81;2;2,6;6,19;1;64;11,6;348;;;;;;;;;;;;;;;;;15,8;
RENDIC;9139;CD LO AGUIRRE;RM - Santiago;Pudahuel;CAMINO LO AGUIRRE SUR 537;3552;SIN CONVENIO;CESMEC;;28-05-2024;RESUMEN;AUTOCONTROL;14;;102;2;4,9;37,7;2;88,2;;0;;;;;;;;;;10;;;;;;;;
RENDIC;780;VICTORIA;X - Los Lagos;Osorno;Victoria 367 Rahue Bajo;1362;SIN CONVENIO;ANAM;;29-05-2024;RESUMEN;CONTROL DIRECTO;19;7,48;1028;2;21,4;40,51;0,5;54;1,3;39;;;;;;;;;;;;;;;;;16,2;
RENDIC;763;JUAN SOLER;X - Los Lagos;Puerto Montt;Juan Soler Manfredini 51;0;SIN CONVENIO;ANAM;;29-05-2024;RESUMEN;CONTROL DIRECTO;43;7,62;400;2;11,5;122,5;0,5;66;0,005;0,15;;;;;;;;;;;;;;;;;14,2;
RENDIC;463;BORIES AUSTRAL;XII - Magallanes;Punta Arenas;Gobernador Bories 647;3739;SIN CONVENIO;HIDROLAB;;29-05-2024;RESUMEN;CONTROL DIRECTO;0,561;;220;2;2,2;36,5;1,2;5;0;0;;;;;;;;;;;;;;;;;;
RENDIC;80;ANGOL I;IX - Araucanía;Angol;Av. O'Higgins 1257;0;SIN CONVENIO;AGQ;;30-05-2024;RESUMEN;CONTROL DIRECTO;14;6,7;210;1;7,6;17,7;1,8;68;0,58;17,4;;;;;;;;;;;;;;;;;13;
